status,handle,forecaster,fc_id,fc_platform,ticker,direction,kind,target,window_days,tweet_date,source_url,quote
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,ASTS,bullish,position_disclosure,,365,2026-06-01,https://x.com/AsafNaamani/status/2061508770153288075,"$ASTS

ADDED to my position today at $104.65.

At the same time, I raised my stop on the entire position to protect my gains.

That’s how I prefer to manage winners:

Add when the setup justifies it.
"
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,ASTS,bullish,price_target,155.45,90,2026-06-02,https://x.com/AsafNaamani/status/2061810286852534369,"$ASTS

Shared my first position at $67.

Price then ran to $133.

Last session, I shared adding again at $104.65 after the successful retest of $102.79.

Price is up +8% today from that add.

Wave 5 t"
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,MP,bullish,price_target,178.8,365,2026-06-02,https://x.com/AsafNaamani/status/2061839340162933215,"$MP | IMPORTANT TO WATCH

Right now, everyone should be watching one level:

$72.93.

It is both the Wave B high and part of the battle against the downtrend.

Clear it, and the path toward the next t"
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,IREN,bullish,price_target,151.45,90,2026-06-03,https://x.com/AsafNaamani/status/2062134488449064982,"Technically:

$IREN flipped the $58.75-$63.59 zone into support.

Price is now +6% pre-market.

The breakout held.
The retest held.
That is bullish.

Our Wave 3 price target remains UNCHANGED:
$151.45"
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,CIFR,bullish,price_target,46.01,90,2026-06-03,https://x.com/AsafNaamani/status/2062137389162656247,"$CIFR | +125% Gain

Closed last session ABOVE all-time highs. 

The bears were focused on the noise.
The bulls were focused on making gains.

+125% since our shared reversal zone.

And more room to th"
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,ONDS,bullish,position_disclosure,,365,2026-06-03,https://x.com/AsafNaamani/status/2062198184080822343,"$ONDS 

Added to my long term position today at $11.71."
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,IREN,bullish,price_target,151.45,90,2026-06-04,https://x.com/AsafNaamani/status/2062555909746774220,"$IREN | Bullish Setup Update

Price continues to hold the important $58.75-$63.59 zone, and buyers are clearly defending it so far.

Holding this area and flipping $63.59 into support would be a stron"
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,ONDS,bullish,price_target,24.27,90,2026-06-04,https://x.com/AsafNaamani/status/2062557676278526432,"$ONDS | Bullish Setup Update

Yesterday’s pullback was tough. But in this market, things can change very fast.

Price broke out the major $11.20-$11.70 resistance zone, ran to $14.33, and then came ba"
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,ASTS,bullish,price_target,145.45,90,2026-06-04,https://x.com/AsafNaamani/status/2062579105724330325,"$ASTS | Bullish Wave Update

Bulls continue to defend the $102.70 level, which was the 2025 high.

Holding above this level is a bullish sign and keeps the structure intact.

As long as buyers continu"
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,CIFR,bullish,price_target,46.01,90,2026-06-04,https://x.com/AsafNaamani/status/2062580176001646679,"$CIFR | Bullish Setup Update

Very straightforward here.

Price broke above its all-time high, pulled back, and buyers are already stepping in.

$25.19 is the key breakout level to watch.

Wave 5 targ"
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,ONDS,bullish,price_target,24.27,90,2026-06-08,https://x.com/AsafNaamani/status/2063959045875118191,"$ONDS | Update

First, the bullish structure is definitely still intact.

I have a position, and I don’t plan to sell as long as the structure holds.

Last session closed right above the Volume Profil"
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,IREN,bullish,price_target,151.45,90,2026-06-08,https://x.com/AsafNaamani/status/2063960859190174168,"$IREN | Bullish Setup Update

The bullish structure is definitely INTACT, while long term wave 3 target is $151.45.

I have a position.

It wasn’t fun last session, but buyers stepped in before the cl"
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,ASTS,bullish,price_target,155.45,90,2026-06-08,https://x.com/AsafNaamani/status/2063962725353427415,"$ASTS | Bullish Wave Update

Price printed a new all-time high, hit Fib level 1 of the uptrend wave, and then pulled back.

Hitting Fib 1 and pulling back is something that happens many times in stron"
WOULD_INSERT,AsafNaamani,Asaf Naamani,9809,institutional,CIFR,bullish,price_target,46.01,90,2026-06-08,https://x.com/AsafNaamani/status/2064000441143234815,"$CIFR | Bullish Setup Update

$CIFR broke out to a new all-time high, pulled back, and found support at the $22.97 level +MA21.

The breakout price is $25.52.

Long term wave 3 target is $46.01. https"
WOULD_INSERT,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,TSLA,bullish,price_target,450.0,90,2026-05-23,https://x.com/CAGThe3rd/status/2058330624457343399,"$TSLA gapping up. 

$433

Let’s open it $450+ on Tuesday https://t.co/lVnDc2DPDt"
WOULD_INSERT,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,TSLA,bullish,price_target,500.0,90,2026-05-25,https://x.com/CAGThe3rd/status/2058992631724536123,"Can't be more beautiful than this. 

$TSLA wants $500. https://t.co/CjE39FDCvM"
DUP_SKIP,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,TSLA,bullish,price_target,450.0,90,2026-05-26,https://x.com/CAGThe3rd/status/2059287018375364860,$TSLA 433.89 and it rips to $450
WOULD_INSERT,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,TSLA,bullish,price_target,470.0,90,2026-05-26,https://x.com/CAGThe3rd/status/2059354689263579409,"This is why the bears are trying their hardest at 433.89

It's a clear IHS move to 470+ 

$TSLA https://t.co/Tiwyxx28bv"
WOULD_INSERT,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,WDAY,bullish,price_target,180.0,90,2026-05-31,https://x.com/CAGThe3rd/status/2061040887157686738,"I'm really liking this long trigger for the quaterly ATR on $WDAY. 

if it doesn't gap up tomorrow, I will buy calls aiming for $180-$182. 

@satymahajan https://t.co/SM7IzHbY3N"
WOULD_INSERT,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,BTC,bearish,price_target,66700.0,90,2026-05-31,https://x.com/CAGThe3rd/status/2061060939932225913,"This what I see based on the liquidity cluster on $BTC. 

Weekly and lower TF heatmaps are stacked at 74.5k (take it) 

Then price returns to the previous 3D timefame squeeze  which is 66.7k. 

We're "
WOULD_INSERT,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,TSLA,bearish,position_disclosure,,365,2026-06-01,https://x.com/CAGThe3rd/status/2061448343901876374,"Oh well. $TSLA puts it is. (Sold my commons)

This is the usual return to normal 2nd peak bull trap. 

Watching closely because if it goes under $400 I will go heavier. https://t.co/BxVCt1fVYv"
WOULD_INSERT,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,C,bullish,price_target,138.0,90,2026-06-02,https://x.com/CAGThe3rd/status/2061827656002257341,"$C Blast off the yearly long trigger. 

$138 next and if the  golden gate breaks $150 it is. https://t.co/vOSBGXxnKw"
WOULD_INSERT,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,SPY,bearish,price_target,726.0,90,2026-06-02,https://x.com/CAGThe3rd/status/2061828162963571050,"$SPY right at the rearly 100% ATR.

I'd be very careful slamming calls everyday. 

We can easily return to $726 as a healthy pull  back. https://t.co/L3tcWHI0W8"
DUP_SKIP,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,SPY,bearish,price_target,726.0,90,2026-06-02,https://x.com/CAGThe3rd/status/2061828162963571050,"$SPY right at the rearly 100% ATR.

I'd be very careful slamming calls everyday. 

We can easily return to $726 as a healthy pull  back. https://t.co/L3tcWHI0W8"
DUP_SKIP,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,SPY,bearish,position_disclosure,,365,2026-06-02,https://x.com/CAGThe3rd/status/2061828530342686756,Loaded $SPY puts.
WOULD_INSERT,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,TSLA,bearish,price_target,,90,2026-06-02,https://x.com/CAGThe3rd/status/2061872059290968161,"Watching $TSLA very closely.

$408 and I'll go full blown short."
WOULD_INSERT,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,W,bullish,price_target,87.0,90,2026-06-04,https://x.com/CAGThe3rd/status/2062548217246433770,"Yesterday was a -5% day for $W but price bounced from the daily ema 21 and moving FAST.
$85-$89 is my tp. https://t.co/QIAmcs08vH"
WOULD_INSERT,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,ETH,bearish,price_target,1750.0,90,2026-06-08,https://x.com/CAGThe3rd/status/2064007804919185904,Waiting for $ETH 1750 before short scalp.
WOULD_INSERT,CAGThe3rd,Carlos Garcia Tapia,9767,institutional,W,bullish,price_target,85.0,7,2026-06-09,https://x.com/CAGThe3rd/status/2064347832451035638,"Monster candle today $W 

Let's see if we can push to $85 this week. 

Just  need  another candle  like today and watch this thing move like a monster. https://t.co/kBfoIhBjF3"
WOULD_INSERT,CelalKucuker,Celal Kucuker,9789,institutional,XLM,bullish,price_target,,90,2026-06-02,https://x.com/CelalKucuker/status/2061790947084521538,"Stellar 
$XLM
 
0.17$☑️
0.20$☑️🎯

Short Term %20.... 

XLM will reach a new ATH before the end of the year. https://t.co/LRSbZNASz2"
WOULD_INSERT,CelalKucuker,Celal Kucuker,9789,institutional,BTC,bullish,price_target,,90,2026-06-02,https://x.com/CelalKucuker/status/2061873863193952441,"125K → Sharp sell-off ✅

60K → End of correction ✅

82K → Relief rally ✅ Followed by another sharp sell-off ✅

54K–60K → Fast wick zone

But weekly close/open remains above 65K+

Final destination: 14"
WOULD_INSERT,CelalKucuker,Celal Kucuker,9789,institutional,SUI,bullish,price_target,10.0,90,2026-06-03,https://x.com/CelalKucuker/status/2062240911535243662,"The $SUI chart looks so good. 
It's almost like it's saying, ""I'm at the bottom."" If this bottom holds, the target is $10 and beyond. https://t.co/AXdydohuWF"
WOULD_INSERT,CelalKucuker,Celal Kucuker,9789,institutional,LTC,bullish,price_target,750.0,90,2026-06-04,https://x.com/CelalKucuker/status/2062618562225709404,"Litecoin reminds me of where $XRP was before its big breakout.

At $40–50, $LTC looks extremely cheap.
Technically, I see 15x potential. 

Bull : Probably 750$ ⌛️ https://t.co/MKiMk2Ppa5"
WOULD_INSERT,CelalKucuker,Celal Kucuker,9789,institutional,XRP,bullish,price_target,17.0,90,2026-06-04,https://x.com/CelalKucuker/status/2062631101361713467,"Ripple looks so strong that it will hit $17 in the bull run. 
$XRP will challenge Ethereum in the rankings.
Save this and wait.
Time will make everything clear. https://t.co/amEl8WQgQ1"
WOULD_INSERT,CelalKucuker,Celal Kucuker,9789,institutional,XRP,bullish,price_target,14.0,90,2026-06-05,https://x.com/CelalKucuker/status/2062894205727367405,"XRP Update

Best Ripple chart I've seen so far.

Cup &amp; Handle formation is still in play. 
A revisit to the 1.618 Fib level looks likely.

Potential dip: $0.95
Potential target: $14+
That's roughl"
WOULD_INSERT,CelalKucuker,Celal Kucuker,9789,institutional,XRP,bullish,price_target,10.0,90,2026-06-06,https://x.com/CelalKucuker/status/2063272185360167265,"The most realistic $XRP chart suggests that a move to $10 could happen between December 2026 and February 2027.
If XRP can establish and hold above $10, the sky's the limit. https://t.co/D0noRxJC0t"
WOULD_INSERT,CelalKucuker,Celal Kucuker,9789,institutional,HYPE,bullish,price_target,1000.0,90,2026-06-08,https://x.com/CelalKucuker/status/2063991606823289280,"Hyperliquid has 200% short-term upside potential. 
In the long term, it can easily reach $1,000.
$HYPE https://t.co/ookeaJmjl9"
WOULD_INSERT,CelalKucuker,Celal Kucuker,9789,institutional,XRP,bullish,price_target,12.0,90,2026-06-08,https://x.com/CelalKucuker/status/2064053761090204074,"The best Ripple chart. 
Cup and handle formation.
A 1.61 Fib revisit will come.
$XRP will trade above $12. https://t.co/XPVmwKBksW"
WOULD_INSERT,CelalKucuker,Celal Kucuker,9789,institutional,IREN,bullish,price_target,120.0,90,2026-06-09,https://x.com/CelalKucuker/status/2064409967935795663,"$IREN  NASDAQ

If weekly closes above $53–55 are confirmed:

First target: $65–70
Next target: $85–100

If the upper channel remains intact, $120+ by 2027 becomes a realistic long-term possibility fro"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,MELI,bullish,price_target,,90,2026-06-06,https://x.com/EchoAnalysis/status/2063267667755045212,"$MELI I got this one wrong 

Price appeared to be in a larger Wave B rather than Wave 3. 

Price is now below the 200WMA. I am expecting a test of the 1 fib.

Support there is a buy with a tight stop "
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,IGV,bearish,price_target,60.0,90,2026-06-06,https://x.com/EchoAnalysis/status/2063290317038932423,"$IGV Software sector outlook 👀

Price rejected at the 0.786 fib for Wave B, now below the 50WMA and 200DMA printing a very ugly weekly candle.

Expecting a bottom at the 0.5 fib around $60.

I think o"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,XPEV,bullish,price_target,,90,2026-06-06,https://x.com/EchoAnalysis/status/2063312966611571200,"$XPEV No concerns here 👀

Price was unable to hold the 50DMA and is now back inside the wedge.

If we get a test of the 200WMA, I will buy more on support confirmation.

Wave 3 target: 201% 🚀 https://"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,LULU,bullish,price_target,,90,2026-06-06,https://x.com/EchoAnalysis/status/2063320515805347970,"$LULU Charted to perfection 👀

Price tested the 0.786 fib and showed early signs of support.

Happy buying here with a tight stop. Safer entry is a reclaim of the 50DMA.

Long term Wave 3 target: 747%"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,ABCL,bullish,price_target,,90,2026-06-06,https://x.com/EchoAnalysis/status/2063328065326137612,"$ABCL The structure is clear 👀

A pullback to the buy zone looks very probable.

Support at the moving averages is where I'm very interested.

Wave 5 target: 165% 🚀 https://t.co/xQknIBOZnp"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,COIN,bearish,price_target,105.0,90,2026-06-06,https://x.com/EchoAnalysis/status/2063335615291400492,"$COIN We have nailed this one 👀

Price is below the 200WMA and looks set for lower.

No changes here. Expecting a test of the 1.618 fib extension at $105.

Support there and I will buy heavy.

Wave 3 "
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,RCAT,bullish,price_target,,90,2026-06-06,https://x.com/EchoAnalysis/status/2063343165013209479,"$RCAT This is getting interesting 👀

Price looks set to fill the gap from last week's breakout.

Support at the 50WMA would be a great buy.

Wave 3 target: 161% 🚀 https://t.co/ckEv9pAoSP"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,KEEL,bullish,price_target,,90,2026-06-06,https://x.com/EchoAnalysis/status/2063350714710069544,"$KEEL No concerns here 👀

Price down 13% on Friday and below the short term EMAs.

Expecting a test of the 50DMA. Another opportunity to add.

Wave 3 target: 213% 🚀 https://t.co/kMrdbb4crw"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,RDDT,bullish,price_target,,90,2026-06-06,https://x.com/EchoAnalysis/status/2063358264264515732,"$RDDT Has one job 👀

Flip the 200DMA to support.

Once that happens, $RDDT rockets.

Yes, that will be another opportunity to buy.

Wave 3 target: 150% 🚀 https://t.co/CmUnR1pDR6"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,CRWV,bullish,price_target,,90,2026-06-06,https://x.com/EchoAnalysis/status/2063365814237921626,"$CRWV Don't miss this 👀

Price is holding support at the 200DMA but a lower low has to be made.

A test of the 0.786 fib is probable. That is where I will likely double my position.

Wave 3 target: 98"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,IREN,bullish,position_disclosure,,365,2026-06-06,https://x.com/EchoAnalysis/status/2063373363863793825,"$IREN Pullback looks complete 👀

Price down 12% on Friday and looks to be an expanding correction.

A test of the 50DMA is possible but I'm happy buying more here.

Wave 3 target: 111% 🚀 https://t.co/"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,LAC,bullish,price_target,,90,2026-06-06,https://x.com/EchoAnalysis/status/2063380913917239403,"$LAC No concerns yet👀

Price down 11% on Friday with an ugly weekly candle.

Expecting a test of the 0.786 fib. Support there and a reclaim of the 200DMA is the next buy signal.

Patience.

Wave 3 tar"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,AFRM,bullish,price_target,,90,2026-06-06,https://x.com/EchoAnalysis/status/2063388463454630286,"$AFRM Pulling back as expected 👀

Price down 14% last week and approaching the 50DMA.

Happy starting a position at the 50DMA and adding on any pullback to the fibs.

Wave 3 target: 214% 🚀 https://t.c"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,ROOT,bullish,price_target,,90,2026-06-06,https://x.com/EchoAnalysis/status/2063396013453222149,"$ROOT Still a buy 👀

Price retested the 50DMA and found support despite market weakness.

A breakout from the trendline sends this to Wave 3.

Short term Wave 3 target: 90% 🚀 https://t.co/M7I6UCrmvm"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,INTR,bullish,price_target,,90,2026-06-06,https://x.com/EchoAnalysis/status/2063403562810716395,"$INTR Patience pays 👀

Down another 8% this week, similar to $NU.

Support at the 200WMA is likely where I start buying.

Wave 3 target: 190% 🚀 https://t.co/cvZZ0FbsfS"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,SLDP,bullish,price_target,,90,2026-06-07,https://x.com/EchoAnalysis/status/2063411112742166667,"$SLDP 

Price down 11% on Friday and below the 50DMA.

Now only 5% away from the 200WMA. Expecting another test of that level.

It is crucial this level is not lost.

Wave 3 target: 432% 🚀 https://t.c"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,ONTO,bullish,price_target,,90,2026-06-07,https://x.com/EchoAnalysis/status/2063637605401669876,"$ONTO Set to pull back more 👀

Price continues to print red weekly candles and choppy price action. This is clearly corrective.

Support near the 200WMA in the buy zone is where I expect a bottom.

Wa"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,BTC,bullish,position_disclosure,,365,2026-06-07,https://x.com/EchoAnalysis/status/2063652705520828711,"$BTC Fear creates opportunity 👀 

Price has broken down from the bear flag and is now at the 200WMA.

RSI at 23 on the daily and 33 on the weekly. Heavily oversold.

Unlike $ETH, we can see bullish di"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,ETH,bullish,position_disclosure,,365,2026-06-07,https://x.com/EchoAnalysis/status/2063667804323385415,"$ETH The patience is about to pay off 👀

We have called this pullback over 4 months ago and now our patience will be rewarded

Price is testing the 1.272 fib and showing early signs of support.

RSI a"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,JD,bullish,price_target,,90,2026-06-07,https://x.com/EchoAnalysis/status/2063675354061951371,"$JD Has one job 👀

Reclaim the moving average cluster.

Once that level flips to support, $JD will fly.

Wave 5 target: 106% 🚀 https://t.co/EOl9Xf6KJh"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,GRRR,bullish,price_target,,90,2026-06-07,https://x.com/EchoAnalysis/status/2063682903960158616,"$GRRR Going to plan 👀

Price down 27% from the highs and testing the 0.5 fib.

Expecting a test of the 50WMA in the buy zone, support there is a buy.

Shorter term Wave 3 target: 150% 🚀 https://"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,NU,bullish,price_target,,90,2026-06-07,https://x.com/EchoAnalysis/status/2063690453116228075,"$NU Charted to perfection 👀

Price down 8% this week and looks set for lower.

A test of the 200WMA in the buy zone is where I'm very interested.

Wave 3 target: 194% 🚀 https://t.co/TWQRsM1bbv"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,ELF,bullish,price_target,,90,2026-06-07,https://x.com/EchoAnalysis/status/2063698003961991183,"$ELF My favourite long term chart 👀

Price made a lower low this week confirming bearish momentum.

Support at the 0.887 is where I load the boat.

Call me crazy...
Long term Wave 3 target: 1092% 🚀 ht"
WOULD_INSERT,EchoAnalysis,Echo Analysis,9712,institutional,RDW,bullish,price_target,,90,2026-06-07,https://x.com/EchoAnalysis/status/2063705552686096541,"$RDW One of my favourite charts right now 👀

Price has filled the gap and bounced well off the 0.5 fib.

The long term chart is stunning. $RDW is still a buy here.

Wave 3 target: 77% 🚀 https://t.co/w"
